utt,intent,partition
may i know what is trending in facebook,social_query,train
may i know what is trending in twitter,social_query,train
tell me what is currently trending,news_query,train
who has responded to my business within the last twenty four hours,social_query,train
how many likes did i get today,social_query,train
can you post my business on facebook,social_post,train
post my business on all my social media sites,social_post,train
post my business on twitter,social_post,test
please update my status on facebook with good evening,social_post,train
post my current location on instagram,social_post,train
is there anything new on snapchat,social_query,train
has at realdonaldtrump posted anything new on twitter,social_query,train
get me updates from kennys facebook from the weekend,social_query,dev
let me know what maria has put on her facebook over the weekend,social_query,train
find me new comments from my facebook,social_query,dev
let me know if linda posts anything on my facebook today,social_query,train
let me know if i get a new personal message from martha on facebook today,social_query,train
please retweet this post on twitter,social_post,test
post this picture on twitter,social_post,train
what are the latest tweets from the new york times,social_query,train
how many likes does my last instagram photo have,social_query,dev
do i have any new friend requests,social_query,test
read me the last tweet from the washington post,social_query,dev
open facebook messenger,social_query,train
how many likes does my status from yesterday have,social_query,train
birthday wishes,social_post,test
wedding wishes,social_post,test
share in friends post,social_post,test
check my twitter account,social_query,train
check my last post on instagram,social_query,train
check my facebook notification,social_query,train
check my last post on facebook,social_query,train
check my twitter notification,social_query,train
post new status on facebook time to celebrate,social_post,dev
is my friend rohit online on facebook,social_query,train
check how many likes did i got on my most recent post,social_query,train
post in facebook my birthday event,social_post,train
post in twitter my visit to japan,social_post,test
post in pinterest about my new chicken recipe,social_post,train
what going on,social_query,test
get me latest updates from facebook,social_query,test
whats trending on twitter,social_query,train
how many notifications do i have on facebook,social_query,train
new updates,social_query,test
live show reminders,social_query,train
give me my facebook update every three hours,social_query,test
in every three hours give me my facebook update,social_query,train
my facebook update in every three hour should be available,social_query,dev
post hey everyone on facebook,social_post,test
tweet i am doing well on twitter,social_post,train
post this message in facebook,social_post,train
send a post in instagram,social_post,train
use facebook to post,social_post,train
what is the trending now,news_query,test
what is the news today,news_query,test
put that on facebook,social_post,dev
tweet something for me,social_post,test
take a snap,general_quirky,train
can you update my facebook profile picture to the image i took from google office yesterday,social_post,train
this article is super cool can you share the link to facebook for me,social_post,dev
publish an article in pinterest,social_post,train
broadcast a video in youtube,social_post,dev
announce a comment in facebook,social_post,train
what are todays highlights from facebook,social_query,train
what did happen today,social_query,train
show me latest notifications,social_query,test
whats new in facebook,social_query,train
what is trending on twitter,social_query,train
how many likes i have got on my eggless cake post on youtube,social_query,train
is there any post from my friend mike in facebook,social_query,test
post on my facebook account that i got engaged,social_post,train
my trip to goa photo post it on instagram,social_post,test
listening song of arijit singh post it on my facebook account,social_post,train
hi olly post my last clicked photo on facebook with title marry christmas,social_post,train
hello google post my current status on twitter mentioning a great trip to paris with friends and family,social_post,train
tell me the latest trending news of this week,news_query,train
tell me the best player of basketball of this week,social_query,train
hi there tell me latest updates of times of india page in facebook,social_query,train
please olly tell me the latest video going viral on twitter for topic narendra modi,social_query,train
please alexa tell me the latest video going viral on twitter for topic narendra modi,social_query,train
hey olly inform me about latest picture updated by priya chopra on instagram,social_query,train
facebook status busy day,social_post,dev
post to facebook,social_post,train
share with twitter,social_post,train
please post to jeff,social_post,dev
please post so bored to facebook,social_post,train
please submit status to facebook,social_post,dev
i am bored,general_quirky,train
did anyone like my photo i just posted,social_query,test
has sarah posted anything today,social_query,train
show me the posts of my friends in the last hour,social_query,train
show me a list of places where my relatives have been based on their photos,social_query,dev
what friends were in popular places the last day,social_query,train
whats happening here,recommendation_events,train
can anyone tell me whats you guys discussing,social_query,train
whats going on here,news_query,train
latest tweets,social_query,train
latest news feed from facebook,social_query,dev
latest instagram posts,social_query,train
make a status stating i got the promotion,social_post,train
change my status to chilling,social_post,train
post a status using the latest notes i made in my notepad,social_post,train
tell me the exact count of followers on my twitter handle as of today,social_query,train
give me details of my twitter handle profile including the total number of followers,social_query,dev
whats new on social media,social_query,train
anything new on social media,social_query,train
tell me whats happening on social media,social_query,train
nice can you post this to my facebook,social_post,dev
will you please post this to my facebook i love you,social_post,train
post this to my facebook l o l,social_post,test
can you tell me what happened to my social media,social_query,dev
please let me know whats happening to my social media,social_query,train
please scan my social media and tell me whats happening,social_query,test
post i am happy to facebook,social_post,test
post a new status on facebook saying that i am enjoying the nice weather,social_post,test
tweet the current temperature,social_post,train
what are my notifications,calendar_query,train
check my social notifications,calendar_query,train
facebook,social_query,test
instagram,social_query,train
myspace,social_query,train
any new facebook posts from amy,social_query,train
did renee just post to my facebook feed,social_query,train
whats new on my facebook account,social_query,train
open social media account,social_query,train
social media updates,social_query,train
has derek logged into facebook today,social_query,train
post the message now,social_post,test
please post this message to my facebook page,social_post,train
send a tweet,social_post,train
post a message to facebook,social_post,train
post a facebook status update,social_post,train
what is the latest from my feed,social_query,dev
what new posts are on my page,social_query,train
read me new post on my feed,social_query,test
please inform me of any new status updates,social_query,dev
olly whats hot social media topics,social_query,test
whats hot social media topics,social_query,train
olly trending social media,social_query,train
trending social media,social_query,dev
olly tell me whats new,social_query,train
tell me whats new,social_query,train
has anyone follow me today on twitter today,social_query,test
do i have any notifications from social media,calendar_query,test
show me my social media notifications,social_query,train
i havent checked my facebook yet are there any updates from my close friends,social_query,train
i heard ale just got married can you please show me the wedding pictures on their instagram,social_query,train
i heard ale just got married can you please sshow me the wedding pictures on their instagram,social_query,train
can you please update me on the latest tweets from my feed,social_query,train
tell me whats going on with facebook,social_query,test
tell me whats trending on twitter,social_query,train
do i have any private messages on any social media,social_query,train
post to twitter trump is such an ass,social_post,train
go to facebook then go to loris feed post happy birthday lori exclamation point on her feed,social_post,train
my sister just had her baby,social_post,train
today is my husbands birthday,social_post,train
i want to thank everyone for the birthday wishes,social_post,test
new tweet,social_post,dev
please give me the latest feed updates,social_query,train
has anyone commented on my status,social_query,test
whos birthdays are today on facebook,social_query,train
whats the latest in my social media,social_query,train
give me my social media update,social_query,train
whats happening in my social media,social_query,train
please read my facebook feed,social_query,test
do i have any new tweets,social_query,train
check instagram,social_query,train
what was the latest post,social_query,train
what posts have i missed from my friends,social_query,train
take me to the most popular post,social_query,train
hows twitter,social_query,train
anything new on insta,social_query,test
put picture on facebook,social_post,train
update profile on twitter,social_post,train
place family phone on instagram,social_post,train
post this video to facebook,social_post,test
please put this photo on my instagram,social_post,train
send this message to twitter,social_post,train
please post happy birthday u s a on facebook,social_post,train
please post happy birthday u s a on my newsfeed,social_post,train
bring up facebook and wish a happy birthday to the country u s a,social_post,dev
show me my husbands facebook posts today,social_query,train
give me some funny facebook posts,social_query,train
please check the trending topics on twitter,social_query,test
has wendy posted on facebook,social_query,train
is there any new vegan news on facebook,social_query,train
who is doing facebook live right now,social_query,test
im unhappy with tesco please help me,social_post,dev
im unhappy with tesco please help me,social_post,test
get in touch with leo,social_post,train
please tweet that my diapers are falling apart to pampers,social_post,train
write a message to payoneer and tell them that my card isnt working,social_post,train
i would want you to tweet for me at india consumer complaints forum regarding the late delivery of gas cylinder,social_post,train
can you tweet for me to amazon services for not delivering my product on time,social_post,train
olly can you tweet for me to amazon services for not delivering my product on time,social_post,train
tweet apple that the iphone doesnt work,social_post,train
olly tweet apple that the iphone doesnt work,social_post,test
open tweet to apple that my iphones battery is always drained,social_post,test
whats happening on social media right now,social_query,train
whats trending on social media,social_query,train
please tell kmart they sent the wrong item,social_post,train
can you let amazon know that this new phone case is junk,social_post,test
send a complaint to sony about this t v that quit working,social_post,train
tweet verizon customer service,social_post,train
tweet complaint at verizon,social_post,train
register complaint on twitter,social_post,train
tweet comcast and tell them that their service is down again,social_post,train
can you send a tweet to lif saying that their app crashed,social_post,dev
tweet at bobburgers they screwed up my order and i had to wait an extra hour,social_post,train
send tweet to at bobburgers they screwed up my order and i had to wait an extra hour,social_post,train
message at bobburgers they screwed up my order and i had to wait an extra hour,social_post,train
post the following as a status on facebook,social_post,dev
please post a status on twitter say,social_post,dev
tweet comcast and tell them their service is down again,social_post,train
can you tweet lif about their app crashing,social_post,train
tweet samsung to let them know my washer is on fire,social_post,train
please post this picture to my facebook,social_post,dev
post picture to facebook,social_post,train
tweet lfi and let them know my app crashed,social_post,dev
can you contact samsung and say my washer is on fire,social_post,test
are there any new snapchats,social_query,train
tweet to mcdonalds saying that i found a hair in their burger,social_post,train
post the picture i just took on twitter,social_post,train
tweet my current location,social_post,test
tell my facebook group that ive arrived,social_post,dev
manage facebook status,social_post,train
have i received any mentions on twitter,social_query,train
did anyone message me on facebook,social_query,train
complain to the restaurant about the food i was served,social_post,train
complain to the d m v office about the excessively long line,social_post,train
open hershey twitter,social_post,train
please make a complaint to levis,social_post,dev
tell them that their lines were too long,social_post,dev
forward a complaint to mounts regarding internet speed issues,social_post,train
forward a complaint to aircel for network related issues,social_post,test
forward a complaint to simran aapa kadai about the food quality,social_post,train
open twitter send message,social_post,test
tweet that product sucks,social_post,test
tweet at applebee my chicken was raw number foodpoisoning,social_post,train
tweet at applebee my chicken was raw hashtag food poisoning,social_post,train
tweet at phohouse your server was rude number badpho,social_post,train
please tweet at bestbuy that i am not happy with their service today,social_post,train
send a tweet to at modcloth that i dont like that they wouldnt honor sales prices for me,social_post,train
open twitter type my complaint and post to at consumer service,social_post,train
open twitter type my complaint and post to at consumer service,social_post,test
contact customer service,social_post,train
send a complaint to consumer service of this company,social_post,train
send a request to this company to receive a refund,social_post,train
get me a person a s a p,social_post,test
i need a manger,general_quirky,dev
tweet terrible service,social_post,train
tweet rude salesperson,social_post,train
tweet long wait time and unprofessional employees,social_post,train
hey post my complaint to at microsoft on twitter,social_post,train
hey post my complaint to at microsoft on twitter,social_post,train
hey olly post my complaint to at microsoft on twitter,social_post,train
send this message to at microsoft on twitter,social_post,dev
send this message to at microsoft on twitter,social_post,train
i want to post on facebook,social_post,train
whats the most popular story on my facebook newsfeed,social_query,train
did anyone get engaged or give birth among my online friends,social_query,train
is everyone on my facebook list watching the game,social_query,train
post pic on my phone on facebook alexa,social_post,dev
post pic on my phone on facebook,social_post,train
post comment from my phone on facebook,social_post,train
send a poor review to this pf changs yelp page,social_post,train
send a tweet about my complaint on my truck to consumer digest,social_post,train
our water bill was too high,general_quirky,train
customer service from microsoft never called me back,social_post,train
i want to tweet a complaint to target,social_post,train
tweet a complaint to old navy website,social_post,dev
tweet a customer complaint to the subway website,social_post,train
tweet a customer complaint on the service at the long horn steak house,social_post,train
tweet a customer complaint on the service at the long horn steak house alexa,social_post,train
tweet at companyname that i did not receive my order on time,social_post,train
tweet at companyname that i did not receive my order on time,social_post,train
tweet a negative review to at companyname,social_post,train
two thumbs down at companyname,social_post,test
tell me whats happening on instagram,social_query,test
tweet my complaint on targets customer service,social_post,train
i want to tweet a complaint on apples phone issues,social_post,train
send a tweet about sonys volume issues,social_post,test
tweet consumer service that the goods are of low quality,social_post,train
tweet consumer service that the quantity is wrong,social_post,train
tweet the following directv has horrible customer service,social_post,train
please tweet that directv has horrible customer service,social_post,train
open twitter compose new tweet directv has horrible customer service,social_post,train
tweet at united airlines im angry you lost my bags,social_post,test
send tweet to united airlines im angry you lost my bags,social_post,dev
i want to send a tweet to united airlines im angry you lost my bags,social_post,test
i had a problem with my burger can you tweet bk,social_post,test
i had a horrible service at olive garden i need to tweet them,social_post,dev
send a twitter complaint,social_post,test
send complaint through twitter consumer service,social_post,dev
send a consumer service complaint,social_post,train
can you tweet a complaint to the furniture store customer service,social_post,dev
tweet a complaint to kohls customer service,social_post,train
i didnt get the product on time send a tweet to jcpenney,social_post,test
please check the news on social media,social_query,train
tell comcast i am still on hold,social_post,dev
tell comcast i hate them,social_post,test
tweet a complaint to apple that their battery life is terrible,social_post,train
write a complaint to alzacz for the tablet i bought today,social_post,dev
tweet a complaint for the online bookstore,social_post,test
send a tweet to national grid,social_post,train
send a message to national grid that the power is out again,social_post,train
let national grid know the power is out again,social_post,dev
contact amazon customer service via twitter,social_post,dev
did you resolve,general_quirky,train
refresh this complaint,social_post,train
get it fast resolved,social_post,train
check me into home on facebook,social_post,train
post to facebook im home,social_post,train
make a facebook post im home,social_post,train
tweet kohls about the cleanliness of their store,social_post,test
please tweet at pizzahut ive been waiting for my delivery for now number nothappy,social_post,test
please tweet at nike my pants ripped after the first wash number nothappy,social_post,train
tweet a complaint to donald trump about his horrible performance,social_post,train
tweet a complaint to amazon about late shipment,social_post,train
tweet a complaint to amazon about delayed shipment,social_post,train
write a complaint to best buy,social_post,train
i need to write a bad review for yahoo,social_post,train
pull up a complaint for a o l,social_post,train
tweet to the customer service account of starbucks,social_post,train
at the company on twitter and complain to customer service in the tweet,social_post,train
too private,general_quirky,train
bring up a complaint form,social_post,train
i have a complaint,social_post,train
please create a new tweet,social_post,train
new tweet to consumer service,social_post,test
tweet a complaint,social_post,train
tweet insight cables customer service and tell them i have been waiting on hold for thirty minutes,social_post,train
send a tweet to walmart customer service your return policy stinks,social_post,train
tweet at insightbb the cable is out again in the highland terrace neighborhood,social_post,train
siri open twitter tweet at potus sucks,social_post,test
siri open twitter tweet at flooringco your carpet seams are showing in less than a month,social_post,train
siri open twitter tweet at scapingyards you missed the entire side of the left patio when you pressure washed,social_post,train
show me my latest social media activity,social_query,test
please update me on my social media accounts,social_query,dev
is there anything important happening on social media,social_query,test
tweet complaint to samsung,social_post,dev
tweet error log to samsung,social_post,train
please make a tweet to dell company about the faulty service of laptop,social_post,dev
please tweet for me about the bad service rended by the taj restaurant,social_post,train
send complaint via tweet to j crew,social_post,test
tweet freedom pop customer service i am dissatisfied,social_post,train
tweet complaint to american eagle customer service,social_post,train
look out for customer complaint cell and use the options,social_post,train
call the customer cell through email,social_post,train
call the customer cell through phones for direct response,social_post,train
tweet consumer service,social_post,train
tweet consumer service about their dirty area,social_post,train
tweet a complaint to aldi consumer service,social_post,train
tweet google customer service their products are inferior,social_post,train
olly tweet google customer service their products are inferior,social_post,train
tweet walmart and tell them their customer service is horrible,social_post,dev
olly tweet walmart and tell them their customer service is horrible,social_post,test
olly send a tweet to meijer tell them that they have the worst customer service,social_post,dev
write me a tweet about how horrible their management is,social_post,train
explain to fellow tweeters how horrible their customer service is at the local store,social_post,train
write on twitter that customer service in this location is horrible,social_post,train
please tweet the following to radisson hotels customer service,social_post,train
customer service complaint tweet the following,social_post,dev
brief me about my news feed stories,social_query,train
did mark post anything new on facebook,social_query,dev
send a tweet to dominoes about bad delivery,social_post,dev
send a tweet to kroger about being overcharged for groceries,social_post,train
tweet at quote unquote,social_post,train
tweet complaint to this company,social_post,train
remind me to tweet at this company,calendar_set,dev
tweet about cold pizza to papa johns,social_post,test
send a tweet to safeway about water in my gas,social_post,train
tweet mobile complaint to samsung,social_post,test
report complaint to samsung by tweet,social_post,train
tweet error report to samsung,social_post,train
write a tweet to burger king expressing my disapproval,social_post,train
tweet at wendys that i dont like their product,social_post,train
please negative response tweet on daikin service,social_post,test
please tweet on dell service for delay services,social_post,test
please tweet the following complaint,social_post,train
lets tweet a complaint,social_post,test
i need you to tweet a complaint,social_post,test
post to facebook aww im sick,social_post,dev
post to tumblr im having fun,social_post,dev
post to facebook im hungry,social_post,test
please look in to the matter,general_quirky,test
address the situation,general_quirky,dev
clear out the problem,general_quirky,test
can you let delta know im never using them again,social_post,test
let wendys know i hate them,social_post,train
compose a tweet for youtube,social_post,train
i want to see the twitter handler of samsung,social_post,train
tweet complaint to dominoes,social_post,train
tweet complaint to burger king,social_post,dev
tweet a complaint to local municipality,social_post,train
open tweeter of indian railways,social_post,train
open my twitter account and tell sams club they made my cake order delicious,social_post,train
send tweet via message to cardinal cafe and tell them their customer service is outstanding,social_post,train
hi what is happening in twitter today,social_query,train
hi what is the hot topic in facebook,social_query,train
hi what kind of pictures you uploaded in pinterest,social_query,train
send a tweet to company,social_post,train
olly send a tweet to company,social_post,dev
tell company their service is bad,social_post,train
tweet a complaint about my refrigerator to l g,social_post,dev
write a tweet of complaint about my t v to samsung,social_post,train
tweet a complaint to apple about my iphone seven,social_post,train
complaint to department for food quality,social_post,train
open gallery post picture name,social_post,test
open gallery post video name,social_post,dev
open image post,social_post,train
please tell dsw im returning defective shoes,social_post,train
macys forgot to ship two of my items inform them,social_post,train
tweet complain at comcast,social_post,test
tweet complain at comcast,social_post,test
send tweet to walmart,social_post,train
heading to gym please post to facebook,social_post,train
post to twitter got a hectic day ahead,social_post,dev
open company name find feedback,social_post,train
open company name and find complaints,social_post,test
open company name and find forms,social_post,train
log a complaint about smart t v to sony customer service,social_post,train
log a complaint to l g a c to customer service,social_post,train
tweet walmart customer service,social_post,train
send a complaint to walmart on twitter,social_post,train
contact walmart customer service with a complaint via tweet,social_post,train
wish all my friends of facebook good morning,social_post,train
tweet a complaint about more electricity bill this month,social_post,train
tweet a complaint about potholes on road,social_post,train
tweet a complaint about poor drainage system,social_post,train
tweet customer service not good for liter per gram service in my twitter account,social_post,dev
post a tweet as follows very bad follow up by a b c company not satisfied in my account,social_post,test
i have bad experience with bugs in this hotel tweet this to customer service and give them link relevance to this topic,social_post,train
tweet my complaint and mention this costumer service,social_post,train
tweet about what can be done for it,social_post,train
tweet with consumer service about problem i am facing with the product,social_post,train
write complaint to walmart,social_post,train
dominos pizza consumer service complaint,social_post,train
tweet esurance and tell them they suck,social_post,test
tweet for me the complaint about drainage work,social_post,train
tweet for me the complaint about potholes on road,social_post,train
complaint,social_post,train
consumer desk,social_post,train
tweet complaint to customer care,social_post,train
tweet consumer complaint,social_post,train
tweet complaint,social_post,dev
please tweet a complaint to comcast for bad customer service,social_post,test
send a tweet to tmobile for rude employees,social_post,train
what are the latest updates on my facebook account,social_query,train
what are the latest tweets on my twitter account,social_query,train
what are the latest photos on my instagram account,social_query,dev
ok google tweet the service at moes diner is terrible,social_post,dev
tweet the service at moes diner is terrible,social_post,train
ok google tweet what a jerk the owner is at the gas station,social_post,test
tweet mcdonalds down reseda has terrible service,social_post,test
ok google tweet mcdonalds down reseda has terrible service,social_post,train
tweet pizza hut their delivery guy is an hour late,social_post,train
tweet amazon about my package never arriving on time,social_post,train
tweet for me the complaint about drainage choke up,social_post,dev
tweet for me the complaint about disease prevention,social_post,train
tweet a complain about my shoe color on flipkart,social_post,train
on amazon twitter handler tweet a complain about quality of my jeans,social_post,train
need info,social_query,train
facebook info,social_query,train
social info,social_query,dev
tweet complaint to at,social_post,train
tweet complaint to at,social_post,test
sent complaint to twitter at,social_post,train
tweet at a complaint,social_post,train
who has written to me or mentioned me in social media,social_query,train
send report to consumer service,social_post,test
help complaint to consumer service,social_post,test
tweet to ikea costumer service the following im not happy with this new klm product,social_post,train
tweet to olx costumer service the next i didnt receive my order number one thousand one hundred and seventy six,social_post,train
tweet to google costumer service my new nexus phone stop working help please,social_post,test
tweet a message to suqcom that i am still waiting for my delivery,social_post,test
ask amazon dot com customer service when i can expect my refund using twitter,social_post,train
can you put this on facebook,social_post,train
put this on my facebook,social_post,train
tweet my complaint to at nsa,social_post,train
post my latest entry to twitter at nsa,social_post,test
post new status,social_post,train
change status,social_post,train
start complaint to walmart,social_post,train
make a complaint to target,social_post,train
at nikesupport i need some assistance regarding some shoes i bought last week,social_post,train
at nikesupport please help me out with some faulty shoes i just bought,social_post,train
write a complaint tweet,social_post,train
send a complaint tweet,social_post,test
tweet to amazon about late delivery of my t v,social_post,train
tweet to apple about non receipt of iphone i sent for repairs last week,social_post,test
tweet to bank about non receipt of checkbook,social_post,train
this product never use,social_post,train
this may brings given of these proble small to us,social_post,train
please add complaint about the service in tweet to olive garden,social_post,test
please open my twitter app and find complaint section for olive garden,social_post,train
post a facebook status engaged,social_post,train
tweet this sick today,social_post,train
for facebook write newly promoted manager for hillstead,social_post,train
tweet at macys two weeks after purchase and the hems have all come loose,social_post,train
this is a tweet for comcast if i have my internet and phone service from you and it goes out how can i contact you,social_post,train
tweet to the bbb that burger king is too expensive,social_post,train
write a tweet telling macys that they should be shutting down instead of jcpenney,social_post,train
send a tweet to the local wawa that their service is terrible at their market street location,social_post,train
hello my item which i bought from some one has gone out of order,social_post,test
hello can you give the contact details for a particular service center,social_post,train
what is the customer service feedback,social_post,train
pull up the complaint website for starbucks,social_post,train
what is jimmy johnss corporate number,email_querycontact,train
show me the customer service number for mcdonalds,social_post,train
could please tweet that the kinley water bottle was charged for more than maximum retail price at the movies,social_post,train
tweet that there was an insect in the chocolate packet,social_post,test
please complaint that my mobile is in the service center for too long,social_post,train
tweet consumer service that i am very disappointed with my recent interaction,social_post,dev
tweet to consumer service that they should strive to be more accommodating,social_post,train
complain to amazon customer service for me,social_post,train
fraud in weighing products,social_post,train
mixed or fake products in market,social_post,train
expired products in recent market,social_post,test
it would be nice if you post status for me,social_post,train
twitter to destination x l that they run out of sizes too fast,social_post,test
tweet paula deens restaurant that the line is always too long,social_post,train
send twitter to mattel that they need to stop making toys in china,social_post,train
tweet at,social_post,test
lets send a tweet,social_post,test
post complaint about service a,social_post,test
tweet complain about service a,social_post,train
tag my tweet to provider,social_post,train
raise a tweet on consumer,social_post,train
i want to make a complaint to the consumer,social_post,train
i would like to place a call to amazon customer service,social_post,train
i am grateful if you call the amazon customer service,social_post,train
is there anything exciting on twitter today,social_query,train
was there any articles on shark attacks on snapchat yesterday,social_query,train
tweet macys a complaint about their sales clerk,social_post,train
please send a tweet to food lion about not having a clean restroom,social_post,train
tweet bad service related to out local haskell mcdonalds,social_post,train
tweet a disgusted face about mcdonalds,social_post,test
tweet bad day at starbucks,social_post,train
set feeling happy status on facebook,social_post,test
tweet british airways that my last flight from chicago to london was delayed,social_post,train
i want to post a status on twitter,social_post,dev
post this status to my social media account,social_post,train
tweet a complaint to comcast,social_post,train
write this complaint to comcasts customer service twitter,social_post,train
comcast sucks put that on their twitter account,social_post,train
tell me if anything important is happening on social media today,social_query,train
olly tweet a message to a t & t and tell them my service is bad,social_post,test
tweet samsung and tell them to stop killing people with their products,social_post,test
tweet the president and tell him hes doing a horrible job,social_post,train
post a status on my twitter account,social_post,train
write ten words on instagram,social_post,train
submit a negative review about a company,social_post,test
olly submit a negative review about a company,social_post,train
olly please tweet a complaint about a store i visit,social_post,train
please send a complaint about my horrible experience with a company,social_post,train
make a post,social_post,train
update my status,social_post,train
please write up a compliant,social_post,train
write a tweet to this company,social_post,train
add new email to anna,email_addcontact,train
olly add new email to anna,email_addcontact,train
create new contact with email,email_addcontact,train
add this persons email,email_addcontact,test
send email to martha saying last evening was wild,email_sendemail,train
reply to patrick that i am on my way,email_sendemail,train
drop a message to jan write i will be late,email_sendemail,train
read me the last email from stefan and oil change,email_query,train
find me all mails from magda with holidays word in the title,email_query,train
when did i get an email from john smith about car accident,email_query,dev
whats the email address of silvia,email_querycontact,train
send email to my brother,email_sendemail,train
please email my team,email_sendemail,test
hey email jan about our meeting,email_sendemail,train
please send email to pawel with reminder,email_sendemail,train
email to pawel regarding latest news,email_sendemail,train
let me know if i have new emails,email_query,dev
are there new emails for me,email_query,train
please check for new emails,email_query,test
hey please reply to last pawels email,email_sendemail,train
answer to pawels email,email_sendemail,test
could you please send back to pawel this answer,email_sendemail,train
create an email to toby at tobytoday dot com,email_sendemail,train
do i have any emails from hongbin,email_query,train
has the university of greenwich emailed me,email_query,train
what new emails do i have form amie,email_query,train
whats his number,email_querycontact,train
tell me the last message,email_query,train
tell me the landline number,email_querycontact,train
do i have new email,email_query,train
is there any new email,email_query,train
tell me if i have new emails,email_query,test
send email to emilia saying i will be late please dont wait with dinner,email_sendemail,dev
email to matthew with content project finished send me invoice please,email_sendemail,train
email to caroline how are you can you send me updates on last project cheers tomasz,email_sendemail,train
hey google email to caroline how are you can you send me updates on last project cheers tomasz,email_sendemail,train
do i have any new email,email_query,train
any new emails,email_query,train
olly any new emails,email_query,train
is there anything new in my mailbox,email_query,test
is there any email from emilia,email_query,dev
do i have any email from work,email_query,train
do i have any new emails,email_query,train
olly do i have any new emails,email_query,test
alexa do i have any new emails,email_query,train
tell me about new emails,email_query,train
who am i meeting today,calendar_query,test
what is job title of jan medvesek,email_querycontact,train
where seth lives,email_querycontact,test
can you send an email to chelsea please,email_sendemail,dev
email chelsea,email_sendemail,test
check my inbox,email_query,dev
show new emails to me,email_query,train
check my new emails,email_query,train
did i received any emails from kevin and what did he say,email_query,train
reply an email to jason that i will not come tonight,email_sendemail,test
email my sister about moms birthday jane we should think about arranging the party at the park,email_sendemail,train
email james about the softball game james we need to get some refreshments before heading over,email_sendemail,train
email david about the meeting tomorrow david can we have the meeting in the afternoon,email_sendemail,dev
do i have any emails from robert,email_query,train
olly do i have any emails from robert,email_query,train
olly has robert emails me yet,email_query,train
has robert emails me yet,email_query,test
has david got back to me yet,email_query,train
olly let me know if i get a message about the party from jane,email_query,train
olly i would like to know about janes party,general_quirky,dev
olly alert me of an email from dave about the meeting,email_query,train
alert me of an email from dave about the meeting,email_query,train
what is a work phone number of emilia,email_querycontact,test
any news from agnes,email_query,train
any recent emails from anna,email_query,train
did i get any replies from jan,email_query,train
create new contact,email_addcontact,train
change my mums email in my phonebook,email_addcontact,train
what is new,news_query,train
update me,news_query,train
did i get anything new from my boss,email_query,train
are there any email updates,email_query,train
reply to dad write i will be late,email_sendemail,test
respond to all that i am on my way,email_sendemail,train
go to contacts and add a new email to the list,email_sendemail,train
here is a new email address to be added to the contacts,email_sendemail,test
go to contacts and enter a new email address,email_sendemail,test
send that,email_sendemail,train
start a new email to,email_sendemail,train
send to the contact an email as follows,email_sendemail,train
go to email and send message to,email_sendemail,train
are there unread emails in my inbox,email_query,train
please reply to my most recent email,email_sendemail,train
open my most recent email and reply,email_sendemail,dev
topic,email_query,test
send an email to ray,email_sendemail,train
compose a new email to ray,email_sendemail,test
write an email recipient ray,email_sendemail,train
how its come to us,email_sendemail,test
how its come to us,email_sendemail,train
how we can get credit,email_sendemail,test
email my mother,email_sendemail,train
send an email to my boss,email_sendemail,test
send an email to sjobs at apple dot com,email_sendemail,train
read email from julia,email_query,train
read email subject chemistry,email_query,train
do i have any emails about chemistry,email_query,train
forward email address to my new email olly,email_sendemail,train
forward email address to my new email,email_sendemail,train
send email to current email address,email_sendemail,train
please send to new email address listed,email_sendemail,test
send this content via email,email_sendemail,dev
forward shown content to blahblah at blah dot com with email,email_sendemail,train
send email to mom asking about the weather,email_sendemail,train
send an email to mom subject weather body what is the weather like there this week,email_sendemail,dev
check email for received from mom,email_query,test
check emails for unread emails from mom,email_query,dev
is alex saved in my contacts list,email_querycontact,train
is there email id of john in the list,email_querycontact,train
how many contacts are there named john,email_querycontact,train
please give me details of allen from my contact,email_querycontact,dev
is there a contact named allen in my list,email_querycontact,dev
open the profile of allen from my contact,email_querycontact,train
what is email id of john,email_querycontact,train
find all the contacts named john,email_querycontact,train
tell me form whom i got the last email,email_query,train
please read the last email for me,email_query,train
please check if there is a new email on the inbox,email_query,train
send an email to john that i am on my way to home,email_sendemail,train
send a copy of the bills to mecky by email,email_sendemail,train
look up for the residential address of my team leader,email_querycontact,train
fetch me the phone number of alexander,email_querycontact,train
please check my mails,email_query,test
is there any new mail for me,email_query,train
watch out my new mails on inbox,email_query,train
i want to reply to allen,email_sendemail,train
look up for my email updates,email_query,train
could you please send an email to my husband,email_sendemail,train
could you please gather a list of local restaurants and email them to my husband,email_sendemail,train
could you please send and email to my friend susie letting her know i wont be at church tomorrow,email_sendemail,train
check to see if i have any new emails from my dad,email_query,test
are there any new emails from my dad,email_query,train
send an email to adele,email_sendemail,train
add john at gmail dot com to contacts,email_addcontact,train
add new email to contacts,email_addcontact,train
link john at gmail dot com to john in contacts,email_sendemail,train
send happy new year to john at gmail dot com,email_sendemail,dev
email happy new year to john,email_sendemail,train
when is johns birthday,email_querycontact,train
what is johns last name,email_querycontact,dev
what is johns phone number,email_querycontact,train
please reply to my colleagues mail about his query,email_sendemail,train
send a reply to my friend for his question,email_sendemail,dev
check my new emails and tell me what are they about,email_query,test
check all the new them emails and mark them star,email_query,train
reply thank you to john,email_sendemail,test
