id,utt,intent,partition
17591,when don't i have to work next,next_holiday,train
17592,what holiday can i expect next,next_holiday,train
17593,do you know when my next day off is coming,next_holiday,train
17594,what holiday is coming up next,next_holiday,train
17595,when do i have some time off next,next_holiday,train
17596,when's the next holiday coming,next_holiday,train
17597,can you tell me the next holiday,next_holiday,train
17598,what's the next holiday,next_holiday,train
17599,what's the date of the next closest holiday,next_holiday,train
17600,raise the volume to 4 please,change_volume,train
17601,please set the volume to 4,change_volume,train
17602,please increase the volume to 4,change_volume,train
17603,please raise the volume to 4,change_volume,train
17604,set the volume to 4 please,change_volume,train
17605,bring the volume up overall,change_volume,train
17606,make the volume louder,change_volume,train
17607,bring the sound up,change_volume,train
17608,turn your speakers up,change_volume,train
17609,make the speakers louder,change_volume,train
17610,lower your volume,change_volume,train
17611,go ahead and increase the volume to 4 please,change_volume,train
17612,you must increase the volume to 4 please,change_volume,train
17613,go ahead and your volume,change_volume,train
17614,you must increase your volume,change_volume,train
17615,please increase your volume,change_volume,train
17616,please increase your speaker volume,change_volume,train
17617,go now and increase the volume to 4 please,change_volume,train
17618,please increase the volume to 4 please,change_volume,train
17619,i want to increase your volume,change_volume,train
17620,i need you to your volume,change_volume,train
17621,please your volume,change_volume,train
17622,go ahead and increase your speaker volume,change_volume,train
17623,i want you to your volume,change_volume,train
17624,i need you to increase your volume,change_volume,train
17625,i need you to increase your speaker volume,change_volume,train
17626,please go ahead and increase your speaker volume,change_volume,train
17627,make my volume louder please,change_volume,train
17628,make the sound of my speaker greater,change_volume,train
17629,can you rise the volume of this please,change_volume,train
17630,change the speaker volume to a louder one,change_volume,train
17631,i want the speaker to be louder please,change_volume,train
17632,i can't hear you,change_volume,train
17633,turn it up please,change_volume,train
17634,i need it louder,change_volume,train
17635,the sound is too low,change_volume,train
17636,the speaker volume needs to be increased,change_volume,train
17637,would you please increase your speaker volume,change_volume,train
17638,i need you to increase the speaker volume,change_volume,train
17639,can you increase the speaker volume,change_volume,train
17640,turn up the volume level to 4,change_volume,train
17641,"turn up the volume level to 4, please",change_volume,train
17642,"increase the volume level to 4, please",change_volume,train
17643,increase the volume level to 4 now,change_volume,train
17644,increase the volume level to 4,change_volume,train
17645,can i have my volume increased,change_volume,train
17646,can my volume be increased,change_volume,train
17647,can i increase my volume,change_volume,train
17648,volume needs to be at 4,change_volume,train
17649,volume should be increased to 4,change_volume,train
17650,boost volume to 4,change_volume,train
17651,i want volume at 4,change_volume,train
17652,i want that volume bumped up to 4,change_volume,train
17653,the volume should be decreased,change_volume,train
17654,raise the volume,change_volume,train
17655,lower the volume,change_volume,train
17656,i would like the volume lower,change_volume,train
17657,can you turn this down,change_volume,train
17658,turn the volume up,change_volume,train
17659,i'd like to turn up the volume,change_volume,train
17660,turn up the speaker volume,change_volume,train
17661,get louder,change_volume,train
17662,volume should be set at 4,change_volume,train
17663,i'd like it to be louder,change_volume,train
17664,can you please turn the volume to 4,change_volume,train
17665,please speak louder,change_volume,train
17666,increase your vocals,change_volume,train
17667,lower your voice box,change_volume,train
17668,increase your voice box,change_volume,train
17669,turn your vocals down,change_volume,train
17670,turn your voice box down,change_volume,train
17671,turn down your volume,change_volume,train
17672,limit your volume,change_volume,train
17673,please adjust your settings,change_volume,train
17674,change the volume to 4 now please,change_volume,train
17675,go ahead and put the volume to 4,change_volume,train
17676,set the volume to 4 now,change_volume,train
17677,can you change the volume to 4,change_volume,train
17678,turn the volume to 4,change_volume,train
17679,can you turn the volume to 4,change_volume,train
17680,set the volume at 4 for me please,change_volume,train
17681,make the volume set to 4,change_volume,train
17682,i want volume set to 4,change_volume,train
17683,turn volume to the number 4 setting,change_volume,train
17684,turn the volume to level 4,change_volume,train
17685,make the volume 4,change_volume,train
17686,please make sure the volume is on 4,change_volume,train
17687,turn down volume,change_volume,train
17688,please increase volume,change_volume,train
17689,raise volume,change_volume,train
17690,decrease volume level,change_volume,train
17691,lower volume level,change_volume,train
17692,set volume higher,change_volume,train
17693,increase volume,change_volume,train
17694,lower volume,change_volume,train
17695,please raise volume,change_volume,train
17696,decrease volume,change_volume,train
17697,increase volume to 4,change_volume,train
17698,put volume at 4,change_volume,train
17699,decrease volume to 4,change_volume,train
17700,who is your employeer,who_do_you_work_for,train
17701,who is the boss of you,who_do_you_work_for,train
17702,i gotta know who is your boss,who_do_you_work_for,train
17703,tell me who is your boss,who_do_you_work_for,train
17704,let me know who is your boss,who_do_you_work_for,train
17705,i wanna know who is your boss,who_do_you_work_for,train
17706,i need to know who is your boss,who_do_you_work_for,train
17707,what is the name of your boss,who_do_you_work_for,train
17708,what is the full name of your boss,who_do_you_work_for,train
17709,do you know the name of your boss,who_do_you_work_for,train
17710,could you tell me the name of your boss,who_do_you_work_for,train
17711,your boss is,who_do_you_work_for,train
17712,are you my worker,who_do_you_work_for,train
17713,are you working for me or what,who_do_you_work_for,train
17714,are you working for another person or entity,who_do_you_work_for,train
17715,are you here to serve me,who_do_you_work_for,train
17716,who or what association do you work for,who_do_you_work_for,train
17717,describe who it is you work for,who_do_you_work_for,train
17718,what entity is your boss,who_do_you_work_for,train
17719,you work for who,who_do_you_work_for,train
17720,you work for whom,who_do_you_work_for,train
17721,what's your boss' name,who_do_you_work_for,train
17722,are you working for someone other than me,who_do_you_work_for,train
17723,who do you work for,who_do_you_work_for,train
17724,do you work for me or is that wrong,who_do_you_work_for,train
17725,what does your boss go by,who_do_you_work_for,train
17726,who do you call your boss,who_do_you_work_for,train
17727,"when asked who you work for, what would you say",who_do_you_work_for,train
17728,your boss is who,who_do_you_work_for,train
17729,are you employed by someone else,who_do_you_work_for,train
17730,you work for someone else or no,who_do_you_work_for,train
17731,you work for what company or person exactly,who_do_you_work_for,train
17732,do you have an employer,who_do_you_work_for,train
17733,do you have a boss,who_do_you_work_for,train
17734,are you paid by somebody,who_do_you_work_for,train
17735,are you employed by someone,who_do_you_work_for,train
17736,which organization you work for,who_do_you_work_for,train
17737,who do you function for,who_do_you_work_for,train
17738,who do you do task for,who_do_you_work_for,train
17739,who do you job for,who_do_you_work_for,train
17740,why do u work for them,who_do_you_work_for,train
17741,who are they that you work for,who_do_you_work_for,train
17742,who is it u work for,who_do_you_work_for,train
17743,who is the person u work for,who_do_you_work_for,train
17744,who do i work for,who_do_you_work_for,train
17745,who is you employer,who_do_you_work_for,train
17746,is it correct to say you work for me,who_do_you_work_for,train
17747,who are you currently working for,who_do_you_work_for,train
17748,are you self employed,who_do_you_work_for,train
17749,who is your employer,who_do_you_work_for,train
17750,are you now working for me,who_do_you_work_for,train
17751,would you say you are working for me,who_do_you_work_for,train
17752,who are you working for,who_do_you_work_for,train
17753,who pay your salary,who_do_you_work_for,train
17754,what organization do you work for,who_do_you_work_for,train
17755,where else do you work,who_do_you_work_for,train
17756,do you have another job,who_do_you_work_for,train
17757,you working for someone else on the side,who_do_you_work_for,train
17758,who do yo work for,who_do_you_work_for,train
17759,who is in charge of you,who_do_you_work_for,train
17760,what is your boss's name,who_do_you_work_for,train
17761,would you say that you know who your boss is,who_do_you_work_for,train
17762,do you know who you report to,who_do_you_work_for,train
17763,don't you work for your self,who_do_you_work_for,train
17764,don't you work for someone else,who_do_you_work_for,train
17765,is there another person you work for,who_do_you_work_for,train
17766,do you work for anyone else,who_do_you_work_for,train
17767,who would you say your employer is,who_do_you_work_for,train
17768,are you working for me,who_do_you_work_for,train
17769,am i your boss,who_do_you_work_for,train
17770,is there someone else you work for,who_do_you_work_for,train
17771,are you employed by me,who_do_you_work_for,train
17772,is there another entity you work for,who_do_you_work_for,train
17773,who would you say that you are working for,who_do_you_work_for,train
17774,do you happen to be employed by me,who_do_you_work_for,train
17775,who would you say you work for,who_do_you_work_for,train
17776,who would you say that you are employed by,who_do_you_work_for,train
17777,who would you say you are employed by,who_do_you_work_for,train
17778,am i your employer,who_do_you_work_for,train
17779,is there another company you work for,who_do_you_work_for,train
17780,are you my employee,who_do_you_work_for,train
17781,am i your supervisor,who_do_you_work_for,train
17782,am i your manager,who_do_you_work_for,train
17783,who is the person you work for,who_do_you_work_for,train
17784,for what person do you work,who_do_you_work_for,train
17785,if you had to say who you worked for who would it be,who_do_you_work_for,train
17786,who tells you what to do,who_do_you_work_for,train
17787,who directs your labor,who_do_you_work_for,train
17788,who do you take orders from,who_do_you_work_for,train
17789,who do you consider your employer,who_do_you_work_for,train
17790,who calls the shots for your employment,who_do_you_work_for,train
17791,what company do you toil for,who_do_you_work_for,train
17792,who do you report to,who_do_you_work_for,train
17793,who is your boss,who_do_you_work_for,train
17794,who is your manager,who_do_you_work_for,train
17795,am i the one you work for,who_do_you_work_for,train
17796,are you influenced by someone else,who_do_you_work_for,train
17797,who else do you work for,who_do_you_work_for,train
17798,who else commands you,who_do_you_work_for,train
17799,are you working for someone else,who_do_you_work_for,train
17800,how high is my credit limit for my old navy card,credit_limit,train
17801,how high is my credit limit for my target card,credit_limit,train
17802,what is the credit limit for my usaa card,credit_limit,train
17803,how high is my credit limit for my childrens place card,credit_limit,train
17804,how high is my credit limit for my walmart card,credit_limit,train
17805,what is the credit limit for my bank of the west card,credit_limit,train
17806,what is the credit limit for my chase card,credit_limit,train
17807,how high is my credit limit for my navy federal card,credit_limit,train
17808,what is the credit limit for my navy federal card,credit_limit,train
17809,what is the credit limit for my bank of america card,credit_limit,train
17810,what's my current spending limit,credit_limit,train
17811,credit limit,credit_limit,train
17812,what's the credit limit on my account,credit_limit,train
17813,could you share what my current credit limit is,credit_limit,train
17814,what's my current credit limit,credit_limit,train
17815,what is the spending limit i have,credit_limit,train
17816,what is the max on my credit limit,credit_limit,train
17817,what is the limit on my credit,credit_limit,train
17818,i need to know my spending limit on my visa,credit_limit,train
17819,whats the max i can spend on my visa,credit_limit,train
17820,how much can i max out on my visa,credit_limit,train
17821,what's my visa limit,credit_limit,train
17822,how much to i have left on my visa card limit,credit_limit,train
17823,can you tell me the limit i currently have on my barclay card,credit_limit,train
17824,what is my spending limit on my chase sapphire card,credit_limit,train
17825,"how much can i spend, at most, on my chase freedom",credit_limit,train
17826,what is the current credit limit i have on my wells fargo mastercard,credit_limit,train
17827,how much am i allowed to spend on my discover card,credit_limit,train
17828,what is my amex credit limit,credit_limit,train
17829,tell me the credit on my mastercard,credit_limit,train
17830,tell me the limit for credit on my mastercard,credit_limit,train
17831,look up the credit limit for my visa,credit_limit,train
17832,i need know my credit limit on my american express card,credit_limit,train
17833,how can i check my credit card limit,credit_limit,train
17834,what is my credit limit looking like,credit_limit,train
17835,where can i go to find out my credit limit,credit_limit,train
17836,what's the credit limit on my visa,credit_limit,train
17837,tell me the limit on my discover card,credit_limit,train
17838,what is the credit limit on my discover card,credit_limit,train
17839,what's the limit on my american express card,credit_limit,train
17840,tell me my visa's credit limit,credit_limit,train
17841,what is my credit limit,credit_limit,train
17842,how much is my credit limit,credit_limit,train
17843,can you tell me my credit limit,credit_limit,train
17844,the credit limit on my account is how much,credit_limit,train
17845,what's my limit on my visa card,credit_limit,train
17846,what's my visa card's credit limit,credit_limit,train
17847,how much can i spend on my visa card,credit_limit,train
17848,what's my visa card's limit,credit_limit,train
17849,what's the credit limit on my visa card,credit_limit,train
17850,will you tell me my spending limit,credit_limit,train
17851,will you let me know what my spending limit is,credit_limit,train
17852,would you tell me my spending limit,credit_limit,train
17853,can you tell me my spending limit,credit_limit,train
17854,tel me the credit limit for my credit card,credit_limit,train
17855,i wanna know the limit on my credit card,credit_limit,train
17856,please tell me my spending limit,credit_limit,train
17857,tell me the credit limit on my mastercard,credit_limit,train
17858,i would love to know my spending limit,credit_limit,train
17859,i wish to know my credit limit for my credit card,credit_limit,train
17860,let me know the credit limit for my credit card,credit_limit,train
17861,how high is my balance on my discovery card,credit_limit,train
17862,can you find my credit limit on my mastercard,credit_limit,train
17863,what's my current limit on my mastercard,credit_limit,train
17864,what's my current limit on my visa,credit_limit,train
17865,what's the credit limit on my discovery card,credit_limit,train
17866,what's my credit limit on my visa,credit_limit,train
17867,how high of a credit limit do i have on my amex card,credit_limit,train
17868,what can i put on my bank of america card,credit_limit,train
17869,what's my limit on my amex card,credit_limit,train
17870,please check my credit limit on my visa,credit_limit,train
17871,report my credit limit,credit_limit,train
17872,what credit limit do i have,credit_limit,train
17873,how is that credit limit,credit_limit,train
17874,how is my credit limit,credit_limit,train
17875,what is my credit limit at,credit_limit,train
17876,credit limit info,credit_limit,train
17877,what is the credit limit,credit_limit,train
17878,i want to know my spending limit,credit_limit,train
17879,what is the max credit limit for my card,credit_limit,train
17880,can you let me know what my credit limit is for my visa card,credit_limit,train
17881,tell me the visa card credit limit,credit_limit,train
17882,what is my visa card limit,credit_limit,train
17883,do you know my credit limit for the visa card,credit_limit,train
17884,i need to know what the visa card credit limit is,credit_limit,train
17885,how high is my credit limit for my chase card,credit_limit,train
17886,how high is my credit limit for my wells fargo card,credit_limit,train
17887,how high is my credit limit for my american express card,credit_limit,train
17888,how high is my credit limit for my citigroup card,credit_limit,train
17889,how high is my credit limit for my bank of america card,credit_limit,train
17890,what is my spending limit on my mastercard,credit_limit,train
17891,how much it the credit limit on my visa card,credit_limit,train
17892,what is the credit limit on my visa,credit_limit,train
17893,what is my limit on my visa card,credit_limit,train
17894,what is the spending limit on my visa,credit_limit,train
17895,how much can i charge on my visa,credit_limit,train
17896,how much can i spend wth my visa,credit_limit,train
17897,can i please know the credit limit for my citibank card,credit_limit,train
17898,please let me know the credit limit on my citibank card,credit_limit,train
17899,i would like to know the credit limit for my citibank card,credit_limit,train
17900,do you know how long of a wait it will be,how_busy,train
17901,how long is the restaurant line before we go,how_busy,train
17902,how long will it take to get seated at needham's,how_busy,train
17903,how long will the wait be at noon if we went to nagomi,how_busy,train
17904,will i have to wait for long before being seated at the cheese cake factory,how_busy,train
17905,how long should i expect to wait at the cheesecake factory before getting seated,how_busy,train
17906,what is the average wait time at the cheese cake factory,how_busy,train
17907,how long will i have to wait before being seated at the cheese cake factory,how_busy,train
17908,how long will the wait time be at the cheese cake factory,how_busy,train
17909,how long will i have to wait if i want to eat at panera,how_busy,train
17910,how long would i have to wait if i want to go to golden corral,how_busy,train
17911,how busy will panera be at noon,how_busy,train
17912,is there a wait time to get into tgifridays,how_busy,train
17913,will cracker barrel be crowded around five this evening,how_busy,train
17914,how busy will golden corral be at 7:30 tonight,how_busy,train
17915,can you tell me how busy chipotle will be at nine tonight,how_busy,train
17916,what is the wait time at applebee's,how_busy,train
17917,would i have to wait long if i want to eat at chili's,how_busy,train
17918,"if i go to tgifridays at eight, will they be crowded",how_busy,train
17919,how much traffic do they get around dinner time,how_busy,train
17920,can you check to see how busy that restaurant is for dinner,how_busy,train
17921,is that place busy around dinner time,how_busy,train
17922,is that restaurant crowded during dinner,how_busy,train
17923,how busy it that place for dinner,how_busy,train
17924,can i expect chili's to be busy at 4:30,how_busy,train
17925,do you think longhorn steakhouse will be busy at 5pm,how_busy,train
17926,how busy do you expect olive garden to be at 6,how_busy,train
17927,what's the table wait at applebees,how_busy,train
17928,i want a table at texas roadhouse; how long will it be,how_busy,train
17929,how long does it take to get a table at chili's,how_busy,train
17930,how many people do you think will be at applebees at 7,how_busy,train
17931,how long will i wait for a table at red lobster,how_busy,train
17932,is red lobster busy at 6pm,how_busy,train
17933,what's the wait for a table at olive garden right now,how_busy,train
17934,"around nine, is ambrosio busy",how_busy,train
17935,is sage busy around noon,how_busy,train
17936,"for toby's, is it busy around six",how_busy,train
17937,"at four, how much business does georgio have",how_busy,train
17938,how long can i expect to wait for a restaurant table,how_busy,train
17939,what time can i expect to be seated at this restaurant,how_busy,train
17940,what is the wait time at this restaurant,how_busy,train
17941,will there be a wait time at this restaurant,how_busy,train
17942,what is the sitting time at this restaurant,how_busy,train
17943,how busy is orchids at 7,how_busy,train
17944,how busy is zippy around 12 for lunch,how_busy,train
17945,how long is the wait at orchids,how_busy,train
17946,how long is the wait at imanas,how_busy,train
17947,how busy is imanas tei at 7 dinner,how_busy,train
17948,what is the wait supposed to be at zippys,how_busy,train
17949,how busy is mc donald at 8 in the morning,how_busy,train
17950,how busy is michel at 9,how_busy,train
17951,how busy is imanas at 6,how_busy,train
17952,how long do i have to wait for shokudo,how_busy,train
17953,how busy is teddy bigger burder around 5,how_busy,train
17954,how long is the wait at assagios today,how_busy,train
17955,how busy is shokudo at 12,how_busy,train
17956,how busy is jiro at 12 lunch time,how_busy,train
17957,"at 5 pm, is kaya very busy",how_busy,train
17958,how busy is kaya around 5 pm,how_busy,train
17959,"around 5 pm, how busy is kaya",how_busy,train
17960,is kaya very busy at 5 pm,how_busy,train
17961,is kaya busy around 5 pm,how_busy,train
17962,how long is the wait at macaroni grill,how_busy,train
17963,does macaroni grill have a wait how long,how_busy,train
17964,check the wait time for macaroni grill,how_busy,train
17965,how long will it take to be seated at macaroni grill,how_busy,train
17966,what's the wait at macaroni grill,how_busy,train
17967,will i be able to get a seat at 5pm,how_busy,train
17968,tell me how busy the restaurant will be between 5 and 7pm,how_busy,train
17969,is the restaurant busy at lunchtime,how_busy,train
17970,will the restaurant be busy at 5pm,how_busy,train
17971,when will the restaurant be busiest,how_busy,train
17972,how busy is ihop generally around noon,how_busy,train
17973,please look into the current wait times at chili's right now,how_busy,train
17974,"at 5:30 pm, how busy can i expect olive garden to be",how_busy,train
17975,"if i go to olive garden at 4 pm, how busy will it be",how_busy,train
17976,how busy will chili's be if i go at 6 pm,how_busy,train
17977,how long would i need to wait for a table at ihop right now,how_busy,train
17978,i would like to find out if macaroni grill will be busy around 7:00 pm,how_busy,train
17979,can you tell me how busy outback steakhouse will be at 7:30 pm,how_busy,train
17980,find out how busy ihop usually is around 5 pm,how_busy,train
17981,find out what wait times are like right now at olive garden,how_busy,train
17982,can you tell me what the wait is like right now at cracker barrel,how_busy,train
17983,tell me how busy macaroni grill will be around 8 pm,how_busy,train
17984,check to see how long of a wait i would be facing if i go to outback steakhouse,how_busy,train
17985,i want to know how busy ruby tuesday will be at around 8:45 pm,how_busy,train
17986,do you know how busy outback steakhouse tends to be at 7:00 pm,how_busy,train
17987,how long will it take me to be seated at ihop,how_busy,train
17988,how long will i stand in line at carl jr's,how_busy,train
17989,how busy is ihop at 5 pm,how_busy,train
17990,does ihop have a lot of business around 7 am,how_busy,train
17991,what's the typical wait time at red lobster,how_busy,train
17992,would you say that red lobster's pretty buy at noon,how_busy,train
17993,what's the crowd like at hopper's bar around 11pm,how_busy,train
17994,can you tell me if there's a lot of wait time at wendy's around 8am,how_busy,train
17995,how long will it take to be seated at the flying w,how_busy,train
17996,what's the typical time to eat at red lobster,how_busy,train
17997,how busy does outback get around 7pm,how_busy,train
17998,will i have to wait to get a table at ihop,how_busy,train
17999,how many people go to chili's around 9pm,how_busy,train
18000,can i make a reservation for redrobin,accept_reservations,train
18001,is it possible to make a reservation at redrobin,accept_reservations,train
18002,does redrobin take reservations,accept_reservations,train
18003,are reservations taken at redrobin,accept_reservations,train
18004,does redrobin do reservations,accept_reservations,train
18005,can acero take reservation,accept_reservations,train
18006,can you make reservations at hodak's,accept_reservations,train
18007,tell me if per se in nyc takes reservations,accept_reservations,train
18008,tell me if the cheshire takes reservations,accept_reservations,train
18009,will qdoba take reservations,accept_reservations,train
18010,does burger king accept reservations,accept_reservations,train
18011,does gramercy tavern in new york accept reservations,accept_reservations,train
18012,does acero in maplewood allow reservations,accept_reservations,train
18013,does cielo take reservations,accept_reservations,train
18014,find out if la tour d'argent in paris takes reservations,accept_reservations,train
18015,does tony's in downton let you make reservations,accept_reservations,train
18016,does gramercy tavern accept reservations,accept_reservations,train
18017,does mcdonalds take reservations,accept_reservations,train
18018,can you make reservations at steak 'n' shake,accept_reservations,train
18019,will nobu take reservations,accept_reservations,train
18020,do they take reservations at carrabbas,accept_reservations,train
18021,do they take reservations at applebees,accept_reservations,train
18022,do they take reservations at olive garden,accept_reservations,train
18023,do they take reservations at buffalo wild wings,accept_reservations,train
18024,do they take reservations at outback steakhouse,accept_reservations,train
18025,i need to know if angelos takes reservations,accept_reservations,train
18026,does applebees in trenton do reservations,accept_reservations,train
18027,does luigi's take reservations,accept_reservations,train
18028,please find out if napolis takes lunch reservations,accept_reservations,train
18029,does hannahs in galloway take reservations,accept_reservations,train
18030,does stanleys take brunch reservations,accept_reservations,train
18031,tell me if luigis in brick takes reservations,accept_reservations,train
18032,i need to know if capones does reservations in trenton,accept_reservations,train
18033,does marios in brooklyn take reservations,accept_reservations,train
18034,do you know if bottlenecks takes dinner reservations,accept_reservations,train
18035,do you know if whether or not zeus does reservations,accept_reservations,train
18036,can you let me if zeus accepts reservations,accept_reservations,train
18037,i need to find out do you know if zeus does reservations,accept_reservations,train
18038,please tell me does zeus do reservations,accept_reservations,train
18039,can you tell me if zeus does reservations,accept_reservations,train
18040,can i get a reservation at melting pot tomorrow,accept_reservations,train
18041,what locations of applebee's take reservations,accept_reservations,train
18042,can i get a reservation at champs,accept_reservations,train
18043,where can i find jimmy john's reservations,accept_reservations,train
18044,how many culver's take reservations,accept_reservations,train
18045,is there evening reservations available in the eve,accept_reservations,train
18046,do you know if bahama breeze does reservations,accept_reservations,train
18047,do you know if ruth chris does reservations,accept_reservations,train
18048,do you know if cheese cake factory does reservations,accept_reservations,train
18049,do you know if benihana does reservations,accept_reservations,train
18050,do you know if olive garden does reservations,accept_reservations,train
18051,does the steakhouse on main st take reservations,accept_reservations,train
18052,does sidetracks take reservations,accept_reservations,train
18053,are reservations allowed at burger king,accept_reservations,train
18054,does black rock take reservations,accept_reservations,train
18055,can i make reservations at applebee's or no,accept_reservations,train
18056,does buffalo wild wings do reservations,accept_reservations,train
18057,does minnies cafe in modesto take reservations,accept_reservations,train
18058,does bjs take reservations,accept_reservations,train
18059,will they take reservations at chillis,accept_reservations,train
18060,does pho king in ceres take reservations,accept_reservations,train
18061,can applebees take any reservations,accept_reservations,train
18062,does arbys in lakewood take reservations,accept_reservations,train
18063,does minnis take reservations,accept_reservations,train
18064,do they take reservations at bjs,accept_reservations,train
18065,does buffalo wild wings take reservations,accept_reservations,train
18066,does buffalo wild wings in concord take reservations,accept_reservations,train
18067,will they take reservations at torris,accept_reservations,train
18068,does black bear diner in tracy take reservations,accept_reservations,train
18069,does chillis take reservations,accept_reservations,train
18070,do they take reservations at bar tartine,accept_reservations,train
18071,do they take reservations at mcdonalds,accept_reservations,train
18072,do they take reservations at the progress,accept_reservations,train
18073,does tartine in san francisco take reservations,accept_reservations,train
18074,does cowgirl creamery in san francisco take reservations,accept_reservations,train
18075,do they take reservations at state bird,accept_reservations,train
18076,does nopa in san francisco take reservations,accept_reservations,train
18077,does bar tartine in san francisco take reservations,accept_reservations,train
18078,do they take reservations at arby's,accept_reservations,train
18079,does pizzeria delfina in san francisco take reservations,accept_reservations,train
18080,does iron skillet at the truck stop trake reservations,accept_reservations,train
18081,does the zen garden in la take reservations,accept_reservations,train
18082,does moes in la except rerservations,accept_reservations,train
18083,does ruby tuesday accept reservations,accept_reservations,train
18084,can i make a reservation at chevy's,accept_reservations,train
18085,is it possible to make reservations in advance for macaroni grill,accept_reservations,train
18086,is it possible to make reservations with famous dave's restaurant,accept_reservations,train
18087,is it possible to make reservations at chili's,accept_reservations,train
18088,does chili's take reservations,accept_reservations,train
18089,can you tell me if ruby tuesday does reservations,accept_reservations,train
18090,does olive garden take reservations,accept_reservations,train
18091,do you know whether ihop does reservations,accept_reservations,train
18092,does michael's accept reservations,accept_reservations,train
18093,do they accept reservations at michael's,accept_reservations,train
18094,can you make a reservation at michael's,accept_reservations,train
18095,can i make a reservation at michael's,accept_reservations,train
18096,does the restaurant michael's take reservations,accept_reservations,train
18097,do they take reservations at mendy's,accept_reservations,train
18098,do you know if outback allows reservations,accept_reservations,train
18099,do they take reservations at red robin,accept_reservations,train
18100,can you find my package in transit,order_status,train
18101,track my package please,order_status,train
18102,help me find my package,order_status,train
18103,i need to track my package,order_status,train
18104,what's going on with my order,order_status,train
18105,can you see where my package is,order_status,train
18106,do you know anything about the status of my order,order_status,train
18107,can you check if my order has been delivered,order_status,train
18108,are you able to figure out where my package is,order_status,train
18109,order status,order_status,train
18110,is my order being delivered soon,order_status,train
18111,where's my package,order_status,train
18112,do you know where my package is,order_status,train
18113,"check status on my deliver, has it been delivered",order_status,train
18114,is my order shown as delivered,order_status,train
18115,did my order ship,order_status,train
18116,can you tell where my package is,order_status,train
18117,is my package able to be tracked by you,order_status,train
18118,can you find my package,order_status,train
18119,can you locate my package,order_status,train
18120,are you able to tack my package,order_status,train
18121,has my online order shipped yet,order_status,train
18122,i need to know what the most recent update is on the status of my online purchase,order_status,train
18123,look up the status of the order i placed online,order_status,train
18124,check to see the status of my recent online order,order_status,train
18125,find out the status of my most recent online purchase,order_status,train
18126,"i ordered some curtains off amazon, can you tell me if it's been shipped yet",order_status,train
18127,what's the status of my order,order_status,train
18128,can you check on the status of my orders at amazon,order_status,train
18129,can you tell me what the status of my last amazon order is,order_status,train
18130,can you tell me if my last amazon order is coming today,order_status,train
18131,show me tracking on my order,order_status,train
18132,what is the status of my order,order_status,train
18133,can you update me on my last amazon orders,order_status,train
18134,"i just placed my order today, what is the status of it",order_status,train
18135,can i please get the status my order,order_status,train
18136,my order was put in and i was wonder how i can see the status of it,order_status,train
18137,i submitted my order is there any updates on it yet,order_status,train
18138,"hey, i just put in my order and i was wondering what the status of it",order_status,train
18139,what's the current location of my package,order_status,train
18140,has my ordered arrived,order_status,train
18141,when will my package arrive,order_status,train
18142,can you see if my order was delivered,order_status,train
18143,did my order ever get distributed today,order_status,train
18144,where was my package last at,order_status,train
18145,can you help me find my package,order_status,train
18146,was my order dropped off,order_status,train
18147,where's my package right now,order_status,train
18148,would you track my package,order_status,train
18149,please track my package,order_status,train
18150,track my package now please,order_status,train
18151,could you please track my package,order_status,train
18152,i need you to track my package,order_status,train
18153,what is the status of my online order,order_status,train
18154,what's the status of the order i placed online last week with target,order_status,train
18155,please tell me the status of my last online order from walmart,order_status,train
18156,"can i still make changes to my order, or has it already been shipped",order_status,train
18157,i need an update on my online order from nespresso,order_status,train
18158,when can i expect to receive the order,order_status,train
18159,has my order been shipped,order_status,train
18160,can you give me a status update on my online order from amazon,order_status,train
18161,what is the status of my online order of coffee pods,order_status,train
18162,what is the status of my recent order,order_status,train
18163,can you please check on the status of my online order,order_status,train
18164,check up on the status of my online order,order_status,train
18165,online order: status,order_status,train
18166,check on the status of my order,order_status,train
18167,where is my order,order_status,train
18168,is my order here yet,order_status,train
18169,when will my order be delivered,order_status,train
18170,check the status of my order,order_status,train
18171,show me where my order is,order_status,train
18172,has my order been shipped yet,order_status,train
18173,can you check to see if my order has been delivered,order_status,train
18174,"could you check to see if my order has been delivered, please",order_status,train
18175,"can you check to see if my order has been delivered, please",order_status,train
18176,"could you check if my order has been delivered, please",order_status,train
18177,could you check to see if my order has been delivered,order_status,train
18178,has the order that i placed arrived,order_status,train
18179,is my order already here,order_status,train
18180,is my order due yet,order_status,train
18181,is the packaged delivered already,order_status,train
18182,has my order arrived yet,order_status,train
18183,how soon will me package arrive,order_status,train
18184,when can i expect my order,order_status,train
18185,check order number,order_status,train
18186,"track package, please",order_status,train
18187,are you able to track my package,order_status,train
18188,track my package,order_status,train
18189,what is the tracking on my package,order_status,train
18190,get the tracking on my package,order_status,train
18191,what is the status of my delivery order,order_status,train
18192,where is my delivery order,order_status,train
18193,has my delivery order arrived yet,order_status,train
18194,has my delivery order showed up,order_status,train
18195,"i ordered for delivery, has is arrived yet",order_status,train
18196,what is the status of my most recent order,order_status,train
18197,has my recent order shipped,order_status,train
18198,when will my order be here,order_status,train
18199,will my order be here by saturday,order_status,train
18200,how do i change my pin for number for my abc bank account,pin_change,train
18201,what do i need to do to change my abc bank account pin number,pin_change,train
18202,i have no idea what the pin is for my checking account,pin_change,train
